,user_id,user_screen_name,user_name,sentences,personality_type
22,1559786778068131841,isfp_girl07,はいからさん@shanbin,['flower boy'],ISFP
23,1422813694350688261,isfp___xrinp_oO,.,['tomorrow x together world tour ltact love sickgt seoul preview cut'],ISFP
24,1473346266813849608,i4_44h,la mamma di pallina,['add mbti put 4 character type isfp sisi tutto bene da queste parti skull'],ISFP
25,1574202401497960448,soobnomz,doll,['realized soobin eunchaes mbti isfp mubank mc think specific type'],ISFP
26,1628125365494288401,gojoblindfold_,Théa,['add mbti 4 character type isfp'],ISFP
27,883387625767350272,Deidarackerman_,Loba Ackerman 🍥🍅 Kaveh c2 HAVER!!!,['add mbti put 4 character type isfp sisi tutto bene da queste parti skull'],ISFP
28,1407818943637692420,KAED3HARAS,niamh,['add ur mbti 4 character ur type isfp'],ISFP
29,1550567241544237056,catluvr177,kuromi,['someone mention isfp suddenly whole gang reply'],ISFP
30,1592476757902635009,originallyskyy,mae || ia dont unfollow!!,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
31,1542226815477055490,halasboba,حلحولة 🎀,['omg isfp bestieee'],ISFP
32,1657707709767245827,myouiiri,ish | achi day!,['hii im looking interactive moot new acc new im ish isfp sheher u'],ISFP
33,1422813694350688261,isfp___xrinp_oO,.,['sweet concept clip surrender'],ISFP
34,1422813694350688261,isfp___xrinp_oO,.,['sweet concept clip surrender'],ISFP
35,1422813694350688261,isfp___xrinp_oO,.,['sweet concept clip surrender'],ISFP
36,1422813694350688261,isfp___xrinp_oO,.,['sweet concept clip surrender'],ISFP
37,1422813694350688261,isfp___xrinp_oO,.,['sweet concept clip surrender'],ISFP
38,1657707709767245827,myouiiri,ish | achi day!,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
39,1521750554854281216,kvrvndrr,eli 🐈‍⬛,['add mbti put 4 character type buildando la squad isfp'],ISFP
40,1488733026951446530,hanjipmunk,ray ⭑⭑⭑⭑⭑,['hello im milo isfp minor currently new au twitter writer community also write soon looking f'],ISFP
41,1655987515562799104,jeons_time,🌷min,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isfp'],ISFP
42,1477135439324536836,sillysummi,maya 🝮 ☾ | 🧸,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
43,1659086478406995970,akiocxs,aki | lf mutuals,['ミ restarting day 2 gtgt hey im trixx sun ltlt prns libra isfp looking interactive kpop moot'],ISFP
44,1640730154711515142,tinkyiebell,ciya,['helloo im kinda new im looking new mutuals woman health worker light skin tonebookmark tab let friend lt33 bust silhouette call kiel nerd face sheher'],ISFP
45,1414571645449080838,Shivams62794213,Shivamsk.bit 🐐,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
46,966283840317779968,ItachixVegeta,ITACHI UCHIHA | BitX_Brc20,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
47,1067713679771213825,AapaDilip,DilipAapa | Suiswap | Vaissel 🛡️⚔️🚢⚪⚫.bit,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
48,728833652268797952,Who_Is_The_God,NemoSwap | Fuelet,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
49,1422813694350688261,isfp___xrinp_oO,.,['notice tomorrow x together world tour ltact sweet miragegt u information regarding onsite sale official merch'],ISFP
50,1343502044410232837,elytrasnetwork,raz 🐋 GREEN GECKOS !!,['isfp mine'],ISFP
51,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",['chase atlantic one direction like reading many quot motivation playing music guitar drum piano dai'],ISFP
52,962055340052262916,imhiraichou,suli | yoohyeon enthusiast✨,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
53,1163019581956341760,YHmongki,뚜뚜랑탕🍒🦉,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
54,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",['hello im looking friend im isfp use pfp interested leave hi tmi'],ISFP
55,722946227407613953,fleshsolitude,landree,['isfp twin cause im also one light skin tone'],ISFP
56,1502646362432847872,d4ria_s0ot26,dari_,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
57,1358698291656015875,bussyriotz,♱ cat ♱,['intp istp isfp ive rook like 50 quiz always get one'],ISFP
58,1554186339960193024,koro0303456,koro🇦🇷,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
59,1559786778068131841,isfp_girl07,はいからさん@shanbin,['photo 230518 zerobaseone 1st look vol 258 magazine cover fire'],ISFP
60,1320437919484645378,dietsocks,socks ∘⁠˚⁠˳⁠°,['isfp mistyped first time istp though ended researching bit retak'],ISFP
61,1651032316884713473,by_sseul,𝐋𝐂.,['good morning isfp baby exploding head'],ISFP
62,1559786778068131841,isfp_girl07,はいからさん@shanbin,['zb1 wheres hdloudly cry faceloudly cry face'],ISFP
63,1382779686888038402,brwthing,summer,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
64,1320572959963160579,eokkiz,beck ♡,['test got isfp'],ISFP
65,1499092126658928647,hwarangluver,StephaniE || tpst rapline enjoyer,['hmmmive never thought beforeif hyuk bc mbit isfp mine intpwho yall think'],ISFP
66,1295478789565083648,mythiikcals,mythi 🍨 神话,['isfp hiii close ehe'],ISFP
67,1517537322056978432,kia_rts2,Aiki キ 🧸CONQUEST 2023 !!,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
68,1602925664944140288,qnorvia,asia,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
69,1561598904801820672,bambicrys,davi ☆,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
70,1559786778068131841,isfp_girl07,はいからさん@shanbin,['he star'],ISFP
71,1413436981435002883,_chelplory,chel🍒,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
72,1398467527915757569,wsynik,Lu !!! seulgi day 슬기,['take 10 hello im jelli cherry im looking interactive kpop new isfp sheher mi'],ISFP
73,1578716403393499141,n7dhqn,metal🪻,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
74,1510551804358148098,CUPIDKYO,kiki ♡s 탁！🐈‍⬛ ALL IN,['meant face hand mouth switch like monthly infp isfp help'],ISFP
75,1658985356908167168,primojades,gabs,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
76,1618826568515682304,seagloees,venus♡,['isfp'],ISFP
77,1510551804358148098,CUPIDKYO,kiki ♡s 탁！🐈‍⬛ ALL IN,['theo isfp'],ISFP
78,1647102598166765568,H4ZEZIA,amanda,['hii im kylie looking silly interactive moot lt3 18 isfp bi looking orbit p1e'],ISFP
79,1594562739930038273,kyuiiez,hale ★,['hii im kylie looking silly interactive moot lt3 18 isfp bi looking orbit p1e'],ISFP
80,1616160871960711168,newzindori,all in: kylie ‹3,['hii im kylie looking silly interactive moot lt3 18 isfp bi looking'],ISFP
81,1606186443142967296,danhrts,aino,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
82,1496642079958704130,starryakikasa,☆彡 Ajax!,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
83,1199722472553074688,ItzMissGorgeous,Koo⁷ 🔍⍤⃝🥢Stream & Vote 😠💜,['isfp recently got infp eye'],ISFP
84,1539769920354926592,themesoferu,lisa. ♡ parody.,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
85,1636406240648523777,diorsza,katia,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
86,811061974603862017,zeldajunkielol2,Joe Cool (The Fool),['always get infj take 16personalities quiz another one took gave infpisfp gross'],ISFP
87,1466260479752359938,jonghomallow,sushi,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isfp'],ISFP
88,1378361499526299656,tii_red,jena! | ★ ★ ★ ★ ★,['ミ restarting day 2 gtgt hey im trixx sun ltlt prns libra isfp looking interactive kpop moot'],ISFP
89,1658649674608156672,rickhoein,taisha ☆,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 ar'],ISFP
90,1495816092148801539,SabrlnaAnnLvnn,Sabrina ✿ Parody,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
91,1423758518008614912,dongjuist,arah¹² 🍓shuaibo solo!,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
92,1006612794802954240,lostwithoutyuqi,잃었어 🛫🇰🇷,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
93,2431401300,chcngeofheart,sky🪽,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
94,1584562946474213380,hersubculture,Chloe,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
95,1640056337802428418,hiddennastya,nastya ⋆.ೃ࿔*:･,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
96,1500994512973352960,starwarsonist,anakin! 💿/ parody.,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
97,1643992298051768322,toybfs,‏ً,['bowie alora bishop twentythree leo isfp chaos mu'],ISFP
98,1549923471085518849,ROSEL3AF,bowie 🫎,['bowie alora bishop twentythree leo isfp'],ISFP
99,828267073520406529,woozisplanet,lys💜2YRS AS ATINY,['sorry bad luna definitely isfp'],ISFP
100,1273239393264734208,starryniteshine,starry 🌌🌙 | basically an rt bot 🤖,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
101,828267073520406529,woozisplanet,lys💜2YRS AS ATINY,['u probably isfp'],ISFP
102,1479431189698170884,MMHERO9,MMHERO,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
103,1576880520016846851,JosephHarvey01,Joseph Harvey,['1619 performing art patient tend live present amp might desire deprescription medication affect quality life herbartist palette'],ISFP
104,1576880520016846851,JosephHarvey01,Joseph Harvey,['719 puzzle piece psychiatrist sensitive amp patient focus understanding patient perspective feeling artist palettetwo heart'],ISFP
105,1643566739345506305,strwbrui,sophi 👾,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
106,1525633251565391872,akicores,noom .ᐟ,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
107,1409163603391827969,PurKilorious,★Gem🝮 FML.,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
108,1179390085273288704,dosiesplory,cher 🐣,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
109,1658848471644815361,pqmpom,kira 🍓 ! ✰,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
110,1493942432219676673,VanyaOnDiet,Vanya,['isfp enneagramm 6w7 btw'],ISFP
111,2387264101,Methariuss,Methariuss⚡️,['isfp pov character lot simps'],ISFP
112,852997134206894080,kitapatmiya_ori,"||| ไนท์ | Stress, Tired and Pain",['_ツ_ forgive b forget c cut depends'],ISFP
113,1406480859419529219,chantysluv4u,chantelle,['isfp feel like im extrovert'],ISFP
114,1346041927691546627,marumrty,マル мαяυ✨🦋,['add mbti put 4 character type isfp praticamente lmbti delle dark'],ISFP
115,1646861408745975810,hannifairie,zoe ifb!,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
116,1646861408745975810,hannifairie,zoe ifb!,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
117,1541533590827241474,Sexycoolgirl44,JANE,['wait lied im isfp forgot'],ISFP
118,1390150076484538368,fourawake,🐈‍⬛,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
119,999882441685782528,ljuskakaa,julia,['isfp sunwoo'],ISFP
120,1349392328516116481,luvupurki,sweet winny~ 🝮🧃,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
121,1413838809020567561,hae_tbz,pat saw tbz live ♡,['im isfp bias changmin'],ISFP
122,873792440645304320,hanemyaws,bangsal,['isfp noticed slightest detail make cry whole night'],ISFP
123,64460295,sunusberry,sunwoo’s lau ☁️,['isfp sunwoo'],ISFP
124,1546672379472011265,caramelloaspro,axer ✧.* kavetham brainrot,['add ur mbti put 4 character type isfp tutti emo'],ISFP
125,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",['hello im looking friend im isfp use pfp interested leave hi tmi'],ISFP
126,1312894693261287425,JM202012713483,JM2020 | Suiswap,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
127,1445650907463503876,idletyun,faith (soyeons version),['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
128,1237595688806092805,geumpou,ana,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
129,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",['rl come worthy time break free loneliness thought balloon hence sagittarius prowl new budd'],ISFP
130,3970089372,MegumiBandicot,Megumi Bandicoot,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
131,1278105322272567297,dannlvkt,dani lvs dani - inactive til saturday,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
132,1559786778068131841,isfp_girl07,はいからさん@shanbin,['230514 kcon redcarpet light skin tone'],ISFP
133,1422813694350688261,isfp___xrinp_oO,.,['know find fun dc link'],ISFP
134,1382810190697881605,DosieWifey,RICKY DEBUT,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
135,1366045602,meglzt,meg,['isfp twin'],ISFP
136,1641446846957785091,_azxla,azula // exam week!,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
137,1519116105125699584,vampireshearts,⁺ ✶ caius/ambroz ꩜,['day 6 looking 4 moot caius 15 isfp honkaihsr genshinpjsk'],ISFP
138,1549921893175758848,chaejizone,ᴋʏʟᴇʀ 🝮 #Cabin_Fever 🧃,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
139,1209308713950928897,_miyanii,pygmalisnow🪞,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
140,1237311115362590720,mayuki0838,squid 💜🧃,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
141,943303325000204290,bbyeognchan,Bbyung찬,['leg sharpthats true hatching chickorange heart clothes aegyo walk exercisewriting hand light skin tone full love fansheart exclamation new waynim w'],ISFP
142,1309253274403569666,jaxweII,blade,['redoing rn co time looking mutuals ۵ aaron aj hehim ۵ 18 yo ۵ isfp ۵ make ca'],ISFP
143,702411077498368000,waigupingu,je,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
144,1344258613880131586,hananeouisianly,19,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
145,1328705677808840709,LovieDosie,Lovie 🝮 i'm a ʚ 퀸카 ɞ,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
146,1559786778068131841,isfp_girl07,はいからさん@shanbin,['zerobaseone member gaining attention high quality visuals even low quality photo'],ISFP
147,1035398101853323264,dlmelu,5 ★,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
148,1146758108737392641,hyunelty,TOLO,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
149,1408579252451254272,kooplory,🐡,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
150,1625792857209536515,0325hour,‏ً,['230517 1015 pm sharkthought balloon ㅋㅋㅋ twin came see flower twin isfp held sh'],ISFP
151,2460514791,joong2min,홍중's Marti🍓OUTLAW ☆☆☆☆☆,['add mbti put 4 character type isfp come la queen gwen'],ISFP
152,1625901922225127424,bonnilyryu,esther - DARK BLOOD limit,['ミ restarting day 2 gtgt hey im trixx sun ltlt prns libra isfp looking interactive kpop moot'],ISFP
153,1639096878704001025,kkeitayoo,arinji` ksurupan hao,['isfp zhang hao 1st look'],ISFP
154,1634518713272782848,hnyujinl,vi🐾 || kinda ia lagi ujian,['isfp zhang hao 1st look'],ISFP
155,1639096878704001025,kkeitayoo,arinji` ksurupan hao,['isfp zhang hao 1st look'],ISFP
156,1562718474463748096,hanmyujinn,🆖🆎 tabi,['isfp zhang hao 1st look'],ISFP
157,71755965,isfp_zip,teh sisri | FB !!,['230517 sundukwon instagram update link'],ISFP
158,71755965,isfp_zip,teh sisri | FB !!,['something made sehun meme loudly cry face'],ISFP
159,1650641299509514240,allforzb1,alexa 🦝🎻 | 제로즈🌹,['name zhang hao 章昊장하오 position center birthday july 25 2000 height 1805 cm mbti isfp nationality chinese'],ISFP
160,1395374887036981252,career_re,Re-energising Your Career,['isfp stand wrong answer'],ISFP
161,1379817489601679370,mrbuu25210652,🐫🦇🔊 |mrbuu.Cetus | FusionX Finance 🛸⚙️🐐,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
162,1639096878704001025,kkeitayoo,arinji` ksurupan hao,['isfp zhang hao 1st look'],ISFP
163,1639096878704001025,kkeitayoo,arinji` ksurupan hao,['isfp zhang hao 1st look'],ISFP
164,1545373908781924352,mwahzhao,ailopyu zhang hao,['isfp zhang hao 1st look'],ISFP
165,1419487380738756609,gyujunpyo_,riri🐇,['isfp zhang hao 1st look'],ISFP
166,1401098460208635905,nestl3cream,🫰🏻 | aktibong mamamayan,['ミ restarting day 1 gtgt hey im trixx ballet shoe ltlt prns libra isfp looking interactive kpop moot'],ISFP
167,1586568352016863232,_woonnie,li !,['omg sou isfp'],ISFP
168,90764740,charity479,Misstress of Deletion,['15yo isfp decided organize word magnet'],ISFP
169,1552994272269312002,vileoria,ハン.,['smoke isfp night lunch estj day'],ISFP
170,1465292776329908237,PostPhDRoad,PostPhDRoad,['isfp stand wrong answer'],ISFP
171,1559786778068131841,isfp_girl07,はいからさん@shanbin,['thinking'],ISFP
172,1194066348030083074,Kim__09,사랑이🦌,['next topic mbti say yoonas mbti isfp according information one month ago yoona weird esfp'],ISFP
173,1441597824123109378,i07hy,⋆,['hi im yeon new linked paperclip jhs student linked paperclip sheher engfilo linked paperclip isfp linked paperclip chaechaez n jenlisa enthusias'],ISFP
174,1633958338655387648,Bachirasbabe,Xia | ceo of bachira❗,['redoing rn co time looking mutuals ۵ aaron aj hehim ۵ 18 yo ۵ isfp ۵ make ca'],ISFP
175,1537742777697566721,EMILSTIP,♪ Soren,['redoing rn co time looking mutuals ۵ aaron aj hehim ۵ 18 yo ۵ isfp ۵ make ca'],ISFP
176,1438610173384282112,urlizlist,liz,['last time esfp istp isfp intj intp huh'],ISFP
177,1254366990954684416,prkgnwk0110,manchae✨ nicole🌹,['thats cool youre extrovert im isfp haoloudly cry face'],ISFP
178,1215200048037818369,MSWRITER97,ًKirschen |,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
179,726382928633032704,bongbyung,💙💛,['leg sharpthats true hatching chickorange heart clothes aegyo walk exercisewriting hand light skin tone full love fansheart exclamation new waynim w'],ISFP
180,1481309397255360514,rynzfiles,rye,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
181,1422813694350688261,isfp___xrinp_oO,.,['sweet concept photo surrender'],ISFP
182,391339901,hwanghjismyson,. ˚🥣 จ๋อนจ๋อน꒰🍭꒱‧🍰₊ 🍀,['leg sharpthats true hatching chickorange heart clothes aegyo walk exercisewriting hand light skin tone full love fansheart exclamation new waynim w'],ISFP
183,1602993857377243136,L4SJY,Ioriver | ISH DAY !,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
184,1644706446163202049,pieonnny,shi ❦ ; d-4,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
185,1657707709767245827,myouiiri,ish | achi day!,['hii im looking interactive moot new acc new im ish isfp sheher u'],ISFP
186,1539974272374161408,isunyoi,yuki; 📚,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
187,1605521172195864576,danxaud,A,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
188,860430919223697408,AliceSikie,ALICESIKIE #VictonWillBeForever 🐶🦊🦖🍓🐱🐣🐰,['leg sharpthats true hatching chickorange heart clothes aegyo walk exercisewriting hand light skin tone full love fansheart exclamation new waynim w'],ISFP
189,4086811605,murderqueen02,Dani (Jesper Fahey coded❤),['add mbti put 4 character mbti isfp'],ISFP
190,1422813694350688261,isfp___xrinp_oO,.,['special moa smiling face sunglassessparkles link'],ISFP
191,1657067139596169217,sooberriey,miyu ✮,['ミ restarting day 2 gtgt hey im trixx sun ltlt prns libra isfp looking interactive kpop moot'],ISFP
192,1224369224161931265,NEONNEUROSIS,+.+,['exactlyisfp'],ISFP
193,1530429888544485376,luvlyfullsun,ayaa ✰ exam week 📚,['hii im looking interactive moot new acc new im ish isfp sheher ults twic'],ISFP
194,1224369224161931265,NEONNEUROSIS,+.+,['giving major isfp vibe lately'],ISFP
195,1623616794954174464,vqwz0,valerie,['hi im yeon new linked paperclip jhs student linked paperclip sheher engfilo linked paperclip isfp linked paperclip chaechaez n jenlisa enthusias'],ISFP
196,1601947251605180417,banishedpiggy,Dҽɱι,['add mbti put 4 character mbti isfp'],ISFP
197,71755965,isfp_zip,teh sisri | FB !!,['q feel change sehun past year still exos baby chanyeol oh sameimni'],ISFP
198,71755965,isfp_zip,teh sisri | FB !!,['q mbti sehun dont know well im interested mbti well actually people constant'],ISFP
199,71755965,isfp_zip,teh sisri | FB !!,['q role want try creepy psychopath v lead intense action noir genre v lead deep'],ISFP
200,71755965,isfp_zip,teh sisri | FB !!,['q whats mbti sehun dont really know im interested mbti either honestly people continuously chang'],ISFP
201,71755965,isfp_zip,teh sisri | FB !!,['short message 10 year sehun ah yes 10 year ill turning 40 sehunah dont youl'],ISFP
202,71755965,isfp_zip,teh sisri | FB !!,['q whats charm pacific oceanlike broad shoulder b tzone thats cleardistinct oh sehuns future sehun yo'],ISFP
203,1559786778068131841,isfp_girl07,はいからさん@shanbin,['proidol idol ever seen hasnt even debut yet look act like he indust'],ISFP
204,3271278086,blu_1004,seren •fan account•,['en four leaf cloverlucky oppafour leaf cloverisfp wonho surv'],ISFP
205,756688134327283712,Rizkia_sone,Rizkiarahma,['next topic mbti say yoonas mbti isfp according information one month ago yoona weird esfp'],ISFP
206,2553912348,neehSVohS,🏩SejunieLand🍓Sweetravel💙HereIam💛DearYoung,['leg sharpthats true hatching chickorange heart clothes aegyo walk exercisewriting hand light skin tone full love fansheart exclamation new waynim w'],ISFP
207,1018942129815654402,jjith2005,Jahla :),['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
208,1656442304117239808,jGKZqJSdM942197,✩⋆｡˚ esme ˚｡⋆✩,['isfp think lowk forgot might intp face spiral eye'],ISFP
209,1146613363922919424,Axtian14,⧗ Axel 🍄🚇,['add mbti put 4 character mbti isfp'],ISFP
210,1463533630953705476,MifaiSOL,️️ ️️️️️️️️️ ️️ ️️ ️️,['add mbti put 4 character type im isfp'],ISFP
211,1458578563783958528,CEOofMammon,🫶🏽 mammon’s number one scallywag (lover),['theyre isfp different way'],ISFP
212,1649290192430448640,nekosfairy,‎ً,['moon sua 문수아 main rapper lead vocalist september 9 1999 virgo isfp representative emoji full moon face repres'],ISFP
213,262795624,PersonalityHack,Personality Hacker,['full episode 478 harmonizing isfps another world'],ISFP
214,1616019183443267584,gguk_rkiveysj,ria,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
215,1422813694350688261,isfp___xrinp_oO,.,['yeonjun always pushing best glowing star cover story continues individual spotlig'],ISFP
216,823378201,NhytaBaluena,Nhyta Baluena #KINGTHELAND #2O'CLOCKDATE,['next topic mbti say yoonas mbti isfp according information one month ago yoona weird esfp'],ISFP
217,93022711,LetsGoCNote,Christian (cnote),['yeah suspect step son isfp ha'],ISFP
218,1564369886037647361,messyoongi_s,^Lyra👾•^ ia bc of gcses😣,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
219,1559786778068131841,isfp_girl07,はいからさん@shanbin,['2binz clingy devastating long thread'],ISFP
220,1609197972524253186,Gemthishi,เมย์ | May 🐷 🎸,['let introduce hello name may birthday 24th april im 07 liner im fully thai'],ISFP
221,547881625,mik__sm,Михаил Александрович | Suiswap 🐐,['artist palette gabby reveal 8 raise ai artist palette full creativity passion living moment artistic'],ISFP
222,1365598156331700224,kofinity,Kofi☘️,['rabbit face hi name ari new amp im looking moot right anger bubble sheher 20 aries isf'],ISFP
223,1552994272269312002,vileoria,ハン.,['isfp snuck way 10th floor ghost hunting 4amloudly cry face'],ISFP
224,1358079165946351616,amiloveslvjy,ami ★,['test 3 time always isfp even friend hate test know mbti say im isf'],ISFP
225,1576295555331985415,minkazus,min/kae !! 📌,['omg isfp'],ISFP
226,1021556890046611456,applesan_,nami,['_ツ_ forgive b forget c cut depends'],ISFP
