,Unnamed: 0,user_id,user_screen_name,user_name,text,personality_type,cleaned_text
13,13,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn ISFJ will probably have some depression and anxiety but temperamentally ar… https://t.co/ollFNJHphu,INFJ,isfj probably depression anxiety temperamentally ar
14,14,41188903,minordissent,Max 58K,"@BowTiedDoe @artemis_458 @redhandsofdawn all INFJ are painfully creative and cant stop. 

Most ISFJ are not creativ… https://t.co/M9GLory9Al",INFJ,infj painfully creative cant stop isfj creativ
15,15,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn to be precise: 90% of the time INFJ is trying to predict and plan the futu… https://t.co/GN6UqUZlwN,INFJ,precise 90 time infj trying predict plan futu
16,16,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn INFJ is future focused and systems oriented. ISFJ is past focused and rout… https://t.co/KWl5iwpEiJ,INFJ,infj future focused system oriented isfj past focused rout
17,17,3305536822,xjskdnsl,sel,"@Prmthzn_ @csfZereeks HABAHQAH I mean it def is 4 fun but I feel like it's still accurate for most people, most ppl… https://t.co/fWWLA5xodN",INFJ,habahqah mean def 4 fun feel like still accurate people ppl
18,18,1541094986321641472,Primadoxxna,➷ lesbian president vix➷,"No,you’re not an INFJ. 
If your cognitive stack isn’t NiFeTiSe,you’re not an INFJ.
Idc what 16 personalities tells you.",INFJ,noyoure infj cognitive stack isnt nifetiseyoure infj idc 16 personality tell
19,19,3305536822,xjskdnsl,sel,@Prmthzn_ @csfZereeks Knew two infj a and we def got along v well but sadly both had bpd 💀,INFJ,knew two infj def got along v well sadly bpd skull
20,20,1409072234468057088,rahlnd,기윤이😺🦄,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
21,21,1489451638922252289,pokerhoonie,aura 🎸,@xikerteezluvr ayoo same my fellow infj https://t.co/waO3ztT54Y,INFJ,ayoo fellow infj
22,22,1593535987963101184,zb1ani,ani🍓,"only 4 left😅, im infj💔 https://t.co/ldDX40H5u5 https://t.co/jm5U5ewyGQ",INFJ,4 leftgrinning face sweat im infjbroken heart
23,23,357418106,rumraisinfrappe,M,"wkwk eventho infps are kinda nurturing person whos able to take care of people around them, every infp needs their… https://t.co/hmdl3GpnpQ",INFJ,wkwk eventho infps kinda nurturing person who able take care people around every infp need
24,24,1531818464792326145,infj_turbulent,FE,@LonelyDaddy93 The sound of frustration of being use…?,INFJ,sound frustration use
25,25,1576639879999520768,seonooguri,heli,@sunr0mi You're infj too?,INFJ,youre infj
26,26,2507312959,dalsoobitt,han.,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
27,27,1400710388795146240,BowTiedDoe,BowTiedDoe,"@minordissent @artemis_458 @redhandsofdawn Yeah I have some friends claiming they’re INFJs - I just roll my eyes

B… https://t.co/YrwGPo0PB7",INFJ,yeah friend claiming theyre infjs roll eye b
28,28,1649768816442998784,cxdenci,carmela | booktwt,"⋆˙⟡♡ me
⁃carmela/mela
⁃minor
⁃nov. 17
⁃scorpio
⁃science hs student
⁃only child
⁃infj
⁃eng/tagalog main languages",INFJ,carmelamela minor nov 17 scorpio science h student child infj engtagalog main language
29,29,1567426573778952194,Daysiicasy,N4SH,"RT @elthegleams: Hi, call me Anin; not new to #studytwt but looking for more moots

★ 06liners, currently a 11th grader, INFJ, natural scie…",INFJ,hi call anin new looking moot 06liners currently 11th grader infj natural scie
30,30,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn also are you sure boss is INFJ? INFJ who hasnt killed themselves is rare.… https://t.co/QKyM6qdvwO,INFJ,also sure bos infj infj hasnt killed rare
31,31,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn INFJ tend to be pretty real with INFP because INFP has very little mask. A… https://t.co/EqjRUfEWT4,INFJ,infj tend pretty real infp infp little mask
32,32,1305531525773967361,lovesun_berry,jiah선♡,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
33,33,1166954697674018816,Beshine65919992,mint💚,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
34,34,1658121396415877124,nawoomie,𔓘,"RT @jenowstudy: halloww !!¡¡ 
I’m kinda new in #studytwt so i’m looking for new mutuals😙💐 so let's be friends &lt;3

👤: call me Gisell (she)…",INFJ,halloww im kinda new im looking new mutualskissing face smiling eyesbouquet let friend lt3 bust silhouette call gisell
35,35,1475434085963026432,mingkyeomver,sam𖧷✨🫶 saw svt & enha,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
36,36,1458352862472261635,mossofsyaa,Asya dikejar pat🏃🏼‍♀️🏃🏼‍♀️🏃🏼‍♀️,"RT @elthegleams: Hi, call me Anin; not new to #studytwt but looking for more moots

★ 06liners, currently a 11th grader, INFJ, natural scie…",INFJ,hi call anin new looking moot 06liners currently 11th grader infj natural scie
37,37,1400710388795146240,BowTiedDoe,BowTiedDoe,@minordissent @artemis_458 @redhandsofdawn I have an INFJ boss lol,INFJ,infj bos lol
38,38,1470147171844562953,sanasjihy0,aino,@nootnayeon i didn’t i clicked no cause i’m not sure because last time i did the real one i got infj or something 😲,INFJ,didnt clicked cause im sure last time real one got infj something astonished face
39,39,1287921249243426818,bbsunwooshine,Sab Berry 나 🍒| semi ia 👷🏻‍♀️cobie 🐰 month,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
40,40,1278856405097885702,cuteardy,Arden🔆🏳️‍🌈🏳️‍⚧️✨🌸,"@cheek_chomps @AmberlynWhite lol no it's okay it made me laugh
but yeah i used to fixate on being INFJ soooo much so i relate :)",INFJ,lol okay made laugh yeah used fixate infj sooo much relate
41,41,1188408346530873344,jjlovers2313,Miss Angst,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
42,42,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @ParkJiminUSA95: ""Angel Pt. 1"" has reached #1 on iTunes US 🇺🇸

Congratulations, Jimin!🎉

BUY STREAM ANGEL PT1 NOW
#AngelPt1OutNow 
#Ange…",INFJ,angel pt 1 reached itunes u flag united state congratulation jiminparty popper buy stream angel pt1
43,43,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @PJM_data: ""Angel Pt.1"" has achieved over 40 #1's on iTunes Worldwide 🥳

Congratulations Jimin!! 👏

Keep buying and streaming across all…",INFJ,angel pt1 achieved 40 itunes worldwide partying face congratulation jimin clapping hand keep buying streaming across
44,44,1001260524997197826,iamangiehagupit,IamAngie,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
45,45,1625153141175099396,INFJ_Fullsun,Keluar Kandang,RT @kittyylele: chenle in a suit will always be insane https://t.co/HzRCWnf1Gp,INFJ,chenle suit always insane
46,46,1531818464792326145,infj_turbulent,FE,@mungkinlogan All the best to u!,INFJ,best u
47,47,1531818464792326145,infj_turbulent,FE,@NotaDoc90 Of coz!,INFJ,coz
48,48,1531818464792326145,infj_turbulent,FE,@itsmecapitalM Utem graduate..?,INFJ,utem graduate
49,49,443565317,jaehyxnt,.Fadit Evánder,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
50,50,1311578153207259137,NotaDoc90,Kai,@infj_turbulent Just ride n follow the rthym u want it 😃,INFJ,ride n follow rthym u want grinning face big eye
51,51,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @pjm_streaming: Angel Pt.1 MV has surpassed 2 Million views on YouTube 👏👏

Keep streaming, let's get it to 3 Million views next 💪💪

Stre…",INFJ,angel pt1 mv surpassed 2 million view youtube clapping handsclapping hand keep streaming let get 3 million view next flexed bicepsflexed biceps stre
52,52,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @PJM_data: ""Angel Pt.1"" has reached #1 on iTunes in the US 🇺🇸 🥳 

Congratulations Jimin!

BUY STREAM ANGEL PT1 NOW
#Angel_Pt1    #FastX …",INFJ,angel pt1 reached itunes u flag united state partying face congratulation jimin buy stream angel pt1
53,53,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @btschartstudio: iTunes US

#1 Angel Pt.1 (+2) [NEW PEAK]

 https://t.co/N8GdRNcQUj",INFJ,itunes u angel pt1 2 new peak
54,54,201424325,clamatoes,call me cismale,@qorprate Also fwiw I have a INFJ sister who is like insanely smart and loves music to an extent and in a way I tho… https://t.co/xpotvAhenZ,INFJ,also fwiw infj sister like insanely smart love music extent way tho
55,55,1531818464792326145,infj_turbulent,FE,@NotaDoc90 Ezy pz life.. follow the flow..enjoy the ride.. eh.. dont get me wrong ya diknon 😂😂,INFJ,ezy pz life follow flowenjoy ride eh dont get wrong ya diknon face tear joyface tear joy
56,56,273323743,aorrrd,อ้อหรอคะ 😒,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
57,57,1295548502005563393,Pinkactus6,Pikpik,"RT @INFJtruths: Nevermind, it's not that important 😶

#MBTI #INFJ #IntrovertDay #introverts https://t.co/5NLVSRLxN4",INFJ,nevermind important face without mouth
58,58,1295548502005563393,Pinkactus6,Pikpik,"RT @INFJtruths: Useless facts &gt; Names

#INFJ #MBTI #facts #introvert https://t.co/QVtBc8OuwG",INFJ,useless fact gt name
59,59,1295548502005563393,Pinkactus6,Pikpik,"RT @INFJtruths: INFJs Other Dark Sides
☑️ The signature doorslam
#INFJ #MBTI #mbti소개팅19 https://t.co/nphE2gqlHf",INFJ,infjs dark side check box check signature doorslam
60,60,1431546976240287748,h4rtbuck,hartbuck 🦋📷,@BitterBetty_B @4HourL i've gotten infj and infp before - i'd probably get something different now - since the test has very low reliability,INFJ,ive gotten infj infp id probably get something different since test low reliability
61,61,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @ParkJiminUSA95: ""Angel Pt. 1"" Buying Party

Join our buying party on iTunes, Amazon and official #FastX digital store. 

Billboard trac…",INFJ,angel pt 1 buying party join buying party itunes amazon official digital store billboard trac
62,62,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @JiminGlobal: Full new Billboard tracking week is here! All Out #Angel_Pt1 Buying Party starts now!!🪽

iTunes Goals
#1 Worldwide iTunes…",INFJ,full new billboard tracking week buying party start itunes goal worldwide itunes
63,63,1589285975582089216,YourFangirl_22,"Stan No-Line, Ye-Line ✨",@bambysz I'm an INFJ so no worries AHAHAHA,INFJ,im infj worry ahahaha
64,64,1110908775500836864,curious_infj,M. Jerome Bell,"@Komaniecki_R It’s like me trying to prove that the moon landing happened, and someone else doesn’t even believe th… https://t.co/PpWK69Tg7k",INFJ,like trying prove moon landing happened someone else doesnt even believe th
65,65,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @PJM_data: #Angel_Pt1 now has its own emoji!

Continue using the hashtags while you stream, buy, promote and hype the song.

BUY ANGEL P…",INFJ,emoji continue using hashtags stream buy promote hype song buy angel p
66,66,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @pjm_streaming: 🚨🚨 BILLBOARD TRACKING WEEK HAS STARTED 🚨🚨

START STREAMING AND BUYING ANGEL PT.1❗❗❗

EVERY SINGLE STREAM AND SALES FOR A…",INFJ,police car lightpolice car light billboard tracking week started police car lightpolice car light start streaming buying angel pt1red exclamation markred exclamation markred exclamation mark every single stream sale
67,67,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,"RT @jiminpromotion: ‼️START BUYING ANGEL PT.1 ‼️
‼️START BUYING ANGEL PT.1 ‼️
‼️START BUYING ANGEL PT.1 ‼️

Don’t forget to stream, let’s g…",INFJ,double exclamation markstart buying angel pt1 double exclamation mark double exclamation markstart buying angel pt1 double exclamation mark double exclamation markstart buying angel pt1 double exclamation mark dont forget stream let g
68,68,1110908775500836864,curious_infj,M. Jerome Bell,"@Komaniecki_R Yeah, sometimes I find these conversations to be exhausting and a waste of time. Ultimately, we are n… https://t.co/56Vf2Qqnu7",INFJ,yeah sometimes find conversation exhausting waste time ultimately n
69,69,1007535411537723392,INFJ_style,라벤더향기가득한_ ‎🅕🅐🅒🅔,RT @JiminFunds: Plz stream from this playlist too if it doesn't get enough amount from that playlist they will drop the song soon,INFJ,plz stream playlist doesnt get enough amount playlist drop song soon
70,70,1139078694276755456,earthkhundin,ㅇㅇ Earth (ᓀ‸ᓂ),RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
71,71,1653490770899521537,iheartkyuuu,zowy ♡'s zhang hao | ♡ / rt 📌,"RT @babieksy: hi, i'm nadine 💛 

- '01, she/her, infj 
- not new to #stantwt / #kpoptwt ; just a new start 🍃
- looking for interactive moot…",INFJ,hi im nadine yellow heart 01 sheher infj new new start leaf fluttering wind looking interactive moot
72,72,1430549787967856644,Gaienty,KC,"@Neardeathy Ah, so nice to have fellow INFJ around! Hi, Lio, any plans for today?",INFJ,ah nice fellow infj around hi lio plan today
73,73,14306571,Macronomicus,Joshua 🇺🇸 🏳️‍🌈💚🙏🌟,"@MsWired I think we INFJ have a bit of an advantage in this, I say that because of how surprised people can be when… https://t.co/Q9yx9TdlLO",INFJ,think infj bit advantage say surprised people
74,74,952622534159228928,sk8rboyf,bug🐰,Just saw a TikTok that said the reason I’ve never had a relationship is because I’m INFJ and if I can blame it on t… https://t.co/RRwBI4Ne7w,INFJ,saw tiktok said reason ive never relationship im infj blame
75,75,1647110869472677888,xoxoiridesca,iridesca 💭 lf bns moots,"RT @yeorebel: hi im mae ! 
    — lf #stantwt &amp; #kpoptwt interactive moots (not new)

— 05, infj, asian, lesbian 
— txt, aespa, stayc, loona…",INFJ,hi im mae lf amp interactive moot new 05 infj asian lesbian txt aespa stayc loona
76,76,1399224171092078592,JKarteu,rowie ♡,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
77,77,1476783556747620354,quanshenrui,gibran☘️,@ddalgickie aku suka infj and their weird energy🥺💓💓‼️😘😘,INFJ,aku suka infj weird energypleading facebeating heartbeating heartdouble exclamation markface blowing kissface blowing kiss
78,78,1497711366089719815,godsmcnv,ale ★⁵,@tbhmellohi WE HAVE THE SAME I AM AN INFJ ROSE TOO,INFJ,infj rose
79,79,25725467,rachel_annec,Rachel C,@SleeplssEremite I’m also an INFJ!! I’ve never come across another one! 😄,INFJ,im also infj ive never come across another one grinning face smiling eye
80,80,1094008798015033345,InSpaceYoghurt,Mars,"Your mbti + 4 characters that have the same mbti type as you

INFJ (t) —-&gt; I was sad to not find any Infj 4W5s in m… https://t.co/8NfA8JMbkF",INFJ,mbti 4 character mbti type infj gt sad find infj 4w5s
81,81,627103589,atsumusbiceps,logan💘,@kvrokc infj bad bitches with anxiety and people pleasing tendencies only 🤩🤩🙏🏻,INFJ,infj bad bitch anxiety people pleasing tendency starstruckstarstruckfolded hand light skin tone
82,82,627103589,atsumusbiceps,logan💘,"Add your MBTI and put 4 characters that have the same type

INFJ

yeah… https://t.co/ND617lfdAi https://t.co/mk26QAtVaS",INFJ,add mbti put 4 character type infj yeah
83,83,1466231999753240577,madeforjuyeon,LJY 𓃠| uni era,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
84,84,2223049466,dreamy_lofoten,helloliz,Maybe INFJ with ENTJ are soul mate (?) Wkwk https://t.co/3HqbIvFBQt https://t.co/1ZyHcr2nSr,INFJ,maybe infj entj soul mate wkwk
85,85,1574838162534301696,JaneThirdeye,LadyM🌻🧜‍♀️🌊,@DavidKnuth3 Aren't you an empath INFJ? Sounds like me.. I get it🤣 and I see you're having a hard time tonight with… https://t.co/yh14kDCKgG,INFJ,arent empath infj sound like get itrolling floor laughing see youre hard time tonight
86,86,1143841067797819392,wooyoyeo_8,✨🌙☀️Amearin🦋🌼✨ ~ freedom d -5 🥹,Ig i should follow the infj’s advice these days 🥲 https://t.co/TStwnZVQJs https://t.co/anfNdGgJRn,INFJ,ig follow infjs advice day smiling face tear
87,87,1550097738087350273,hourshards,N ⨾ JUST COME KISS ME AND BITE ME 𐂂,infj twins (true) the lomls https://t.co/gt1uGUj8VX https://t.co/vME7oVJLO8,INFJ,infj twin true lomls
88,88,1505973677728288769,infj_turbulen,Ibra S.Halim,@tololmeroket Amerudin,INFJ,amerudin
89,89,1606817867533516801,konpekidrops,azure📘,"INFJ 

Post your mbti and four characters with the same one!
The fact that I have a Jakurai profile pic rn is a coi… https://t.co/TR33MtLdlL",INFJ,infj post mbti four character one fact jakurai profile pic rn coi
90,90,1436980922411143174,k_i_o_m_i,˙𐃷˙,"RT @kofinity: ┊❁ཻུ۪۪ DAY 1 ┊RESET

༊*·˚; Hiii I‘m Kofi
I’m looking for interactive moots &amp; bffs here on #kpoptwt &amp; #stantwt 

༊ filo | infj…",INFJ,day 1 reset hiii im kofi im looking interactive moot amp bffs amp filo infj
91,91,704705903652515840,GaryAksamit,Gary Aksamit.ETH,@Ruben22775443 I’m just tired of being an INFJ.  It’s exhausting,INFJ,im tired infj exhausting
92,92,41188903,minordissent,Max 58K,@fifth_wife @redhandsofdawn INFJ are the worst,INFJ,infj worst
93,93,1324421043130388481,lone_infj,CX330,RT @SpartaJustice: PEDOPHILES RULE OUR WORLD: Elites who rule our world also control all the major Pedophile rings in the world with the as…,INFJ,pedophile rule world elite rule world also control major pedophile ring world
94,94,1930874899,jimmyyummybear,🐻Jimmy McKenzie🐻,@infj_turbulent Jasmine ada bau dia sendiri..yes indeed the aroma make the feels,INFJ,jasmine ada bau dia sendiriyes indeed aroma make feel
95,95,1274028656273297408,Ray86__,₈₁₁₉₄ clive and jill canon 🫶🏻,"add ur mbti and put 4 characters with the same type :

infj https://t.co/Pl5RJoddFI https://t.co/Li3UanPFhQ",INFJ,add ur mbti put 4 character type infj
96,96,35452613,chenme,R'Cen,"I think the question is wrong, it's just too vague for the #INFJ https://t.co/htDPSfhg5x",INFJ,think question wrong vague
97,97,1305618316606803969,infj_will,INFJWill,"@KolaBoof3 @megan_hath The ""Peacock"" era is sounding increasingly like the ""Peapack"" era of Guiding Light. I'm root… https://t.co/dVyAu952qK",INFJ,peacock era sounding increasingly like peapack era guiding light im root
98,98,1488453684400902145,127Feed,SHALALA💚#FREE 127,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
99,99,1532238927830339584,cyrusisaway,cyrus,@coIdair13 i thought i was infj,INFJ,thought infj
100,100,1549235931726708736,redhandsofdawn,rach 🪷,@fifth_wife infj/estp access most likely to end it all!,INFJ,infjestp access likely end
101,101,1549235931726708736,redhandsofdawn,rach 🪷,@fifth_wife honestly infj moment??,INFJ,honestly infj moment
102,102,1549235931726708736,redhandsofdawn,rach 🪷,@fifth_wife my best friend is infj... just if i am infj that would be ver brain breaking for me,INFJ,best friend infj infj would ver brain breaking
103,103,806583039170060288,thaddsnoweus,Thaddeus Snow,"@MsWired Ohh yeah,  that's an infj statement",INFJ,ohh yeah thats infj statement
104,104,1612647658040233985,gateauja,kiza,"RT @jenowstudy: halloww !!¡¡ 
I’m kinda new in #studytwt so i’m looking for new mutuals😙💐 so let's be friends &lt;3

👤: call me Gisell (she)…",INFJ,halloww im kinda new im looking new mutualskissing face smiling eyesbouquet let friend lt3 bust silhouette call gisell
105,105,107516300,mtlunasea,MissyLunasea,RT @idrobinhood: @mtlunasea So #INFJ personality.,INFJ,personality
106,106,1594102560209522688,trueiIy,Lily.,"@ssefnum my fellow, INFJ.",INFJ,fellow infj
107,107,1292103203098509312,hyunjin_jinret,자브 🎵,"RT @pinkaurora120: MBTI types and their (probable) fears:

INFP: being misunderstood and mistreated
ENFP: losing hope in life and others
IN…",INFJ,mbti type probable fear infp misunderstood mistreated enfp losing hope life others
108,108,61125151,idrobinhood,Chucky007,@ConservBrief Totally agree.  #Deist #Stoic #INFJ,INFJ,totally agree
109,109,1531818464792326145,infj_turbulent,FE,"Morning!
Have u had ur romance?
Mine, done 🥰 https://t.co/s0AHhxSCIL",INFJ,morning u ur romance mine done smiling face heart
110,110,1038982605931274240,weedenotrohw,wolfgang🌙🔜 EMONITE,@esotericfaerie I’ve always read that it’s so rare to find/be an INFJ but I feel like everyone I know or who I valu… https://t.co/sEdEkWSDWd,INFJ,ive always read rare findbe infj feel like everyone know valu
111,111,1498166873669656576,egashiramikaism,riley,Took a mbti quiz for the first time in like 3 years and now im an infj 🤔,INFJ,took mbti quiz first time like 3 year im infj thinking face
112,112,61125151,idrobinhood,Chucky007,@mtlunasea So #INFJ personality.,INFJ,personality
113,113,1104723589637451776,seestreet,val,"So after 2 years, I took the 16 personalities test again and my personality type changed! Though subtle lang (previ… https://t.co/u9ar2J4MzQ",INFJ,2 year took 16 personality test personality type changed though subtle lang previ
114,114,1549235931726708736,redhandsofdawn,rach 🪷,no not the accusations of being infj again what if that was my thirteenth reason,INFJ,accusation infj thirteenth reason
115,115,1048756368931352576,wolfverint,rin! (in her villain era),terkejut tengok feed thira its really giving that extrovert rich girl LA vibe (tho shes an infj),INFJ,terkejut tengok feed thira really giving extrovert rich girl la vibe tho shes infj
116,116,1439414306559377411,seobiesp1ece,quori⁷✘🝮🏴‍☠️,"RT @yeorebel: hi im mae ! 
    — lf #stantwt &amp; #kpoptwt interactive moots (not new)

— 05, infj, asian, lesbian 
— txt, aespa, stayc, loona…",INFJ,hi im mae lf amp interactive moot new 05 infj asian lesbian txt aespa stayc loona
117,117,1609001022139269121,cahayabelajar,an,"RT @jenowstudy: halloww !!¡¡ 
I’m kinda new in #studytwt so i’m looking for new mutuals😙💐 so let's be friends &lt;3

👤: call me Gisell (she)…",INFJ,halloww im kinda new im looking new mutualskissing face smiling eyesbouquet let friend lt3 bust silhouette call gisell
118,118,1617751441,holliesgotmoxie,Hollie Arnett,@swire I’m a definite INFJ - the Advocate 🥰,INFJ,im definite infj advocate smiling face heart
119,119,781133326895583232,nonaddicted,𝒲.,@ssefnum I’m gaining my INFJ fellas. Hi.,INFJ,im gaining infj fella hi
120,120,854034247451070464,I_am_Kari31,✰⁵ La Kari ★★★★★ SKZ world Domination🐺,RT @3xChanRacha: Interesting.... I did one with knowing I'm INFJ and the other without. I do believe I switch between F and T. As for the f…,INFJ,interesting one knowing im infj without believe switch f f
121,121,128935185,JiployJsPark,ʝıρlσყ 🌹TY ₛₕₐₗₐₗₐ🌹,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,INFJ,fun fact know jaehyun extrovert unit esfp doyoung jungwoo isfj
